survey,village,adjmatrix_key,HHnum_in_village,hhid,hohreligion,castesubcaste,rooftype1,rooftype2,rooftype3,rooftype4,rooftype5,rooftypeoth,room_no,bed_no,electricity,latrine,ownrent,hhSurveyed,leader
2016-07-02,45,192,194,45194,HINDUISM,OBC,0,0,1,0,0,,1,2,"Yes, Private",None,RENTED,0,0
2016-07-22,45,193,195,45195,HINDUISM,SCHEDULE TRIBE,0,0,0,1,0,,4,0,"Yes, Government",Owned,RENTED,0,0
2016-07-21,45,194,196,45196,HINDUISM,SCHEDULE TRIBE,0,0,0,1,0,,3,1,No,None,RENTED,1,0
2016-07-16,45,195,197,45197,HINDUISM,OBC,0,0,0,1,0,,4,2,"Yes, Private",Owned,RENTED,1,0
2016-07-18,45,196,198,45198,HINDUISM,OBC,0,0,0,1,0,,1,0,"Yes, Government",None,RENTED,0,0
2016-07-26,45,197,199,45199,HINDUISM,OBC,0,0,0,1,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
2016-07-23,45,198,200,45200,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,4,1,"Yes, Private",Owned,RENTED,1,0
2016-07-23,45,199,201,45201,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,3,0,"Yes, Government",None,RENTED,0,0
2016-07-05,45,200,202,45202,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-06,45,201,203,45203,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,3,1,"Yes, Private",None,RENTED,0,0
2016-07-22,45,202,204,45204,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-24,45,203,205,45205,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,1,"Yes, Government",None,RENTED,1,0
2016-07-09,45,204,206,45206,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,3,4,"Yes, Government",Owned,RENTED,0,0
2016-07-08,45,205,207,45207,HINDUISM,OBC,0,0,0,1,0,,2,3,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,0
2016-07-24,45,206,208,45208,HINDUISM,OBC,0,0,1,0,0,,2,2,"Yes, Private",Owned,RENTED,0,0
2016-07-04,45,207,209,45209,HINDUISM,GENERAL,0,0,0,1,0,,1,2,"Yes, Government",Owned,RENTED,1,0
2016-07-23,45,208,210,45210,HINDUISM,GENERAL,0,0,0,1,0,,3,0,No,Owned,RENTED,0,1
2016-07-24,45,209,211,45211,HINDUISM,SCHEDULE CASTE,0,0,0,0,1,,2,1,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,0
2016-07-24,45,210,212,45212,HINDUISM,OBC,0,0,0,1,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-16,45,211,213,45213,HINDUISM,OBC,0,0,0,1,0,,3,2,No,Owned,RENTED,0,0
2016-07-17,45,212,214,45214,HINDUISM,OBC,0,0,0,1,0,,2,2,"Yes, Private",None,RENTED,0,0
2016-07-16,45,213,215,45215,HINDUISM,OBC,0,0,1,0,0,,1,1,NA,Common,RENTED,0,0
2016-07-15,45,214,216,45216,HINDUISM,OBC,0,0,0,1,0,,3,0,"Yes, Private",None,RENTED,1,0
2016-07-13,45,215,217,45217,HINDUISM,OBC,0,0,0,1,0,,3,2,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
2016-07-04,45,216,218,45218,HINDUISM,SCHEDULE TRIBE,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-01,45,217,219,45219,HINDUISM,OBC,0,0,0,1,0,,2,0,"Yes, Government",Owned,RENTED,1,0
2016-07-25,45,218,220,45220,HINDUISM,OBC,0,0,0,1,0,,2,3,"Yes, Government",Owned,RENTED,0,0
2016-07-24,45,219,221,45221,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,,1,0,No,None,RENTED,0,0
2016-07-25,45,220,222,45222,HINDUISM,SCHEDULE CASTE,0,0,0,0,1,,1,0,"Yes, Private",Common,RENTED,0,0
2016-07-14,45,221,223,45223,HINDUISM,OBC,0,1,0,0,0,,2,1,"Yes, Government",None,RENTED,0,0
2016-07-08,46,1,1,46001,ISLAM,MINORITY,0,0,0,1,0,,1,1,"Yes, Private",Owned,RENTED,1,0
2016-07-22,46,2,2,46002,ISLAM,MINORITY,0,0,1,0,0,,6,3,"Yes, Private",Owned,RENTED,0,0
2016-07-05,46,3,3,46003,HINDUISM,OBC,0,0,1,0,0,,4,4,"Yes, Private",None,RENTED,0,0
2016-07-05,46,4,4,46004,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,3,1,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,0
2016-07-21,46,5,5,46005,HINDUISM,OBC,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-13,46,6,6,46006,HINDUISM,OBC,0,1,0,0,0,,2,2,"Yes, Private",Owned,RENTED,0,0
2016-07-20,46,7,7,46007,HINDUISM,GENERAL,0,0,0,1,0,,1,1,"Yes, Private",Common,GIVEN BY GOVERNMENT,1,0
2016-07-18,46,8,8,46008,HINDUISM,OBC,0,0,0,1,0,,2,2,"Yes, Private",Owned,RENTED,0,1
2016-07-04,46,9,9,46009,HINDUISM,OBC,0,0,0,1,0,,2,3,"Yes, Private",Owned,RENTED,1,0
2016-07-02,46,10,10,46010,HINDUISM,OBC,0,1,0,0,0,,4,0,"Yes, Private",Owned,RENTED,0,0
2016-07-02,46,11,11,46011,HINDUISM,OBC,0,1,0,0,0,,2,1,"Yes, Private",Owned,RENTED,1,1
2016-07-04,46,12,12,46012,HINDUISM,OBC,0,0,0,1,0,,2,1,"Yes, Private",None,RENTED,1,0
2016-07-02,46,13,13,46013,HINDUISM,OBC,0,0,0,0,1,,5,5,"Yes, Private",Owned,RENTED,1,1
2016-07-17,46,14,14,46014,HINDUISM,OBC,0,1,0,0,0,,2,2,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
2016-07-23,46,15,15,46015,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,3,1,"Yes, Private",None,RENTED,1,0
2016-07-21,46,16,16,46016,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,3,1,"Yes, Private",Owned,RENTED,0,1
2016-07-01,46,17,17,46017,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,3,"Yes, Private",None,RENTED,0,0
2016-07-07,46,18,18,46018,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,1,1,"Yes, Private",None,RENTED,1,0
2016-07-07,46,19,19,46019,HINDUISM,OBC,0,1,0,0,0,,4,0,"Yes, Private",None,RENTED,0,0
2016-07-15,46,20,20,46020,HINDUISM,OBC,0,0,0,1,0,,2,1,"Yes, Private",Owned,RENTED,0,1
2016-07-23,46,21,21,46021,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,3,0,"Yes, Private",None,RENTED,0,0
2016-07-05,46,22,22,46022,ISLAM,MINORITY,0,1,0,0,0,,2,1,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,0
2016-07-12,46,23,23,46023,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,,2,2,"Yes, Private",None,RENTED,1,0
2016-07-14,46,24,24,46024,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,"Yes, Private",None,NA,1,0
2016-07-25,46,25,25,46025,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-19,46,26,26,46026,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-14,46,27,27,46027,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,1,0
2016-07-01,46,28,28,46028,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,1,0,No,None,RENTED,1,0
2016-07-26,46,29,29,46029,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,1,1,"Yes, Government",None,RENTED,1,0
2016-07-05,46,30,30,46030,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,1,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
2016-07-25,46,31,31,46031,HINDUISM,SCHEDULE CASTE,0,0,0,0,1,,3,1,"Yes, Private",Owned,RENTED,0,0
2016-07-18,46,32,32,46032,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,1,"Yes, Private",None,RENTED,1,0
2016-07-18,46,33,33,46033,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,2,"Yes, Private",None,RENTED,0,1
2016-07-24,46,34,34,46034,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,"Yes, Private",None,RENTED,0,1
2016-07-18,46,35,35,46035,ISLAM,MINORITY,0,1,0,0,0,,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,1,0
2016-07-08,46,36,36,46036,ISLAM,MINORITY,0,1,0,0,0,,1,0,"Yes, Government",None,GIVEN BY GOVERNMENT,1,0
2016-07-14,46,37,37,46037,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-18,46,38,38,46038,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-15,46,39,39,46039,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,3,"Yes, Private",None,RENTED,0,0
2016-07-03,46,40,40,46040,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,0,"Yes, Private",None,RENTED,1,0
2016-07-01,46,41,41,46041,HINDUISM,OBC,0,1,0,0,0,,4,2,"Yes, Private",Owned,RENTED,0,0
2016-07-04,46,42,42,46042,HINDUISM,OBC,0,1,0,0,0,,3,2,"Yes, Private",Owned,RENTED,1,1
2016-07-12,46,43,43,46043,ISLAM,MINORITY,0,0,0,0,1,,5,1,"Yes, Private",Owned,RENTED,0,0
2016-07-17,46,44,44,46044,ISLAM,MINORITY,0,0,1,0,0,,1,0,"Yes, Private",Owned,RENTED,1,0
2016-07-07,46,45,45,46045,ISLAM,MINORITY,0,0,1,0,0,,3,0,"Yes, Private",Owned,RENTED,0,0
2016-07-07,46,46,46,46046,ISLAM,MINORITY,0,0,1,0,0,,1,0,"Yes, Private",Owned,RENTED,1,0
2016-07-02,46,47,47,46047,HINDUISM,OBC,0,0,0,1,0,,2,1,"Yes, Private",Owned,RENTED,1,0
2016-07-14,46,48,48,46048,HINDUISM,OBC,0,1,0,0,0,,3,0,"Yes, Private",Owned,RENTED,0,0
2016-07-14,46,49,49,46049,ISLAM,MINORITY,0,1,0,0,0,,2,3,"Yes, Private",Owned,RENTED,0,0
2016-07-13,46,50,50,46050,ISLAM,MINORITY,0,1,0,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-10,46,51,51,46051,ISLAM,MINORITY,0,1,0,0,0,,2,0,"Yes, Private",Owned,NA,0,0
2016-07-17,46,52,52,46052,HINDUISM,OBC,0,1,0,0,0,,4,2,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
2016-07-13,46,53,53,46053,HINDUISM,OBC,0,1,0,0,0,,1,1,"Yes, Government",None,RENTED,0,0
2016-07-02,46,54,54,46054,HINDUISM,OBC,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
2016-07-26,46,55,55,46055,HINDUISM,OBC,0,0,0,1,0,,3,0,"Yes, Private",None,RENTED,1,0
2016-07-04,46,56,56,46056,HINDUISM,OBC,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-19,46,57,57,46057,ISLAM,MINORITY,0,1,0,0,0,,2,1,"Yes, Private",Owned,RENTED,1,0
2016-07-18,46,58,58,46058,ISLAM,MINORITY,0,0,0,1,0,,2,0,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
2016-07-18,46,59,59,46059,HINDUISM,OBC,0,1,0,0,0,,4,1,"Yes, Private",None,RENTED,1,0
2016-07-12,46,60,60,46060,HINDUISM,OBC,0,0,0,0,1,,4,2,"Yes, Private",Owned,RENTED,0,0
2016-07-26,46,61,61,46061,HINDUISM,OBC,0,1,0,0,0,,4,1,"Yes, Private",Owned,RENTED,0,1
2016-07-15,46,62,62,46062,HINDUISM,OBC,0,0,0,0,1,,1,0,"Yes, Private",Owned,RENTED,0,0
2016-07-02,46,63,63,46063,HINDUISM,OBC,0,0,0,1,0,,1,2,"Yes, Private",Owned,RENTED,0,0
2016-07-21,46,64,64,46064,HINDUISM,OBC,0,0,0,1,0,,2,2,"Yes, Private",Owned,RENTED,0,0
2016-07-08,46,65,65,46065,HINDUISM,OBC,0,0,0,1,0,,2,1,"Yes, Private",Owned,RENTED,1,0
2016-07-24,46,66,66,46066,ISLAM,MINORITY,0,1,0,0,0,,2,1,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
2016-07-21,46,67,67,46067,ISLAM,MINORITY,0,1,0,0,0,,3,2,"Yes, Private",None,RENTED,1,0
2016-07-16,46,68,68,46068,HINDUISM,OBC,0,1,0,0,0,,3,0,"Yes, Private",Owned,RENTED,1,0
2016-07-08,46,69,69,46069,HINDUISM,OBC,0,0,1,0,0,,2,3,"Yes, Private",Owned,RENTED,0,0
2016-07-06,46,70,70,46070,ISLAM,MINORITY,0,1,0,0,0,,2,2,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
2016-07-07,46,71,71,46071,HINDUISM,OBC,0,1,0,0,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-01,46,72,72,46072,HINDUISM,OBC,0,1,0,0,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-04,46,73,73,46073,HINDUISM,OBC,0,1,0,0,0,,1,2,"Yes, Private",None,RENTED,1,0
2016-07-02,46,74,74,46074,HINDUISM,OBC,0,1,0,0,0,,1,2,"Yes, Private",None,RENTED,1,0
2016-07-03,46,75,75,46075,HINDUISM,OBC,0,1,0,0,0,,2,0,No,None,GIVEN BY GOVERNMENT,0,0
2016-07-17,46,76,76,46076,HINDUISM,OBC,0,0,0,1,0,,3,0,"Yes, Private",None,NA,0,0
2016-07-07,46,77,77,46077,HINDUISM,OBC,0,0,0,0,1,,2,1,"Yes, Private",Owned,RENTED,1,0
2016-07-07,46,78,78,46078,ISLAM,MINORITY,0,0,1,0,0,,3,1,"Yes, Private",Common,RENTED,0,0
2016-07-14,46,79,79,46079,ISLAM,MINORITY,0,1,0,0,0,,3,1,"Yes, Private",Common,RENTED,0,0
2016-07-09,46,80,80,46080,ISLAM,MINORITY,0,1,0,0,0,,2,1,"Yes, Private",Common,RENTED,0,0
2016-07-21,46,81,81,46081,ISLAM,MINORITY,0,1,0,0,0,,3,0,"Yes, Private",Common,GIVEN BY GOVERNMENT,0,0
2016-07-12,46,82,82,46082,ISLAM,MINORITY,0,1,0,0,0,,4,1,"Yes, Private",Common,RENTED,1,0
2016-07-06,46,83,83,46083,ISLAM,MINORITY,0,1,0,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-17,46,84,84,46084,ISLAM,MINORITY,0,1,0,0,0,,3,0,"Yes, Government",None,RENTED,0,0
2016-07-21,46,85,85,46085,ISLAM,MINORITY,0,0,1,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-11,46,86,86,46086,ISLAM,MINORITY,0,1,0,0,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-04,46,87,87,46087,ISLAM,MINORITY,0,1,0,0,0,,4,1,"Yes, Private",Owned,RENTED,1,0
2016-07-21,46,88,88,46088,ISLAM,MINORITY,0,1,0,0,0,,2,2,"Yes, Private",Owned,RENTED,0,0
2016-07-25,46,89,89,46089,ISLAM,MINORITY,0,1,0,0,0,,2,2,"Yes, Private",Owned,RENTED,1,0
2016-07-16,46,90,90,46090,ISLAM,MINORITY,0,0,0,1,0,,2,1,"Yes, Private",Owned,RENTED,0,0
2016-07-07,46,91,91,46091,ISLAM,MINORITY,0,0,0,1,0,,2,0,"Yes, Government",Owned,RENTED,1,0
2016-07-02,46,92,92,46092,ISLAM,MINORITY,0,0,0,1,0,,2,0,"Yes, Government",Owned,RENTED,1,0
2016-07-26,46,93,93,46093,ISLAM,MINORITY,0,1,0,0,0,,3,1,"Yes, Private",Owned,NA,1,0
2016-07-06,46,94,94,46094,ISLAM,MINORITY,0,0,0,0,1,,4,2,"Yes, Private",Owned,RENTED,1,0
2016-07-13,46,95,95,46095,ISLAM,MINORITY,0,1,0,0,0,,3,1,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
2016-07-18,46,96,96,46096,ISLAM,MINORITY,0,1,0,0,0,,1,1,"Yes, Private",None,RENTED,0,0
2016-07-11,46,97,97,46097,ISLAM,MINORITY,0,1,0,0,0,,1,1,"Yes, Private",None,RENTED,1,0
2016-07-07,46,98,98,46098,ISLAM,MINORITY,0,0,0,0,1,,3,3,"Yes, Private",Owned,RENTED,1,0
2016-07-01,46,99,99,46099,ISLAM,MINORITY,0,0,0,0,1,,6,2,"Yes, Private",Owned,RENTED,0,1
2016-07-03,46,100,100,46100,ISLAM,MINORITY,0,1,0,0,0,,1,0,No,None,RENTED,0,0
2016-07-12,46,101,101,46101,ISLAM,MINORITY,0,0,0,1,0,,3,0,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,0
2016-07-24,46,102,102,46102,ISLAM,MINORITY,0,0,0,1,0,,4,2,"Yes, Private",Owned,RENTED,0,0
2016-07-02,46,103,103,46103,ISLAM,MINORITY,0,0,0,1,0,,1,1,"Yes, Government",Owned,GIVEN BY GOVERNMENT,1,0
2016-07-19,46,104,104,46104,ISLAM,MINORITY,0,1,0,0,0,,1,1,"Yes, Government",None,RENTED,0,0
2016-07-12,46,105,105,46105,ISLAM,MINORITY,0,0,0,1,0,,2,0,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
2016-07-22,46,106,106,46106,ISLAM,MINORITY,0,0,0,1,0,,3,1,"Yes, Private",Owned,RENTED,0,0
2016-07-03,46,107,107,46107,ISLAM,MINORITY,0,0,0,0,1,,3,2,"Yes, Private",Owned,RENTED,0,1
2016-07-14,46,108,108,46108,ISLAM,MINORITY,0,1,0,0,0,,3,1,"Yes, Private",None,RENTED,0,0
2016-07-08,46,109,109,46109,ISLAM,MINORITY,0,0,1,0,0,,3,1,"Yes, Private",Owned,LEASED,1,0
2016-07-06,46,110,110,46110,ISLAM,MINORITY,0,0,0,1,0,,2,0,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,0
2016-07-11,46,111,111,46111,ISLAM,MINORITY,0,1,0,0,0,,2,1,"Yes, Private",Owned,RENTED,0,0
2016-07-20,46,112,112,46112,ISLAM,MINORITY,0,1,0,0,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
2016-07-19,46,113,113,46113,ISLAM,MINORITY,0,0,0,0,1,,2,3,"Yes, Private",Owned,RENTED,1,1
2016-07-05,46,114,114,46114,HINDUISM,OBC,0,1,0,0,0,,2,1,"Yes, Private",None,RENTED,0,0
2016-07-26,46,115,115,46115,HINDUISM,OBC,0,0,1,0,0,,2,2,"Yes, Private",None,RENTED,1,0
2016-07-16,46,116,116,46116,HINDUISM,OBC,0,0,0,1,0,,2,1,"Yes, Private",None,RENTED,1,0
2016-07-25,46,117,117,46117,HINDUISM,OBC,0,1,0,0,0,,2,0,"Yes, Private",None,RENTED,1,1
2016-07-11,46,118,118,46118,HINDUISM,OBC,0,0,0,0,1,,2,4,"Yes, Private",Owned,RENTED,1,0
2016-07-02,46,119,119,46119,HINDUISM,OBC,0,0,0,0,1,,3,1,"Yes, Private",Owned,RENTED,0,0
2016-07-03,46,120,120,46120,ISLAM,MINORITY,0,1,0,0,0,,2,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
2016-07-22,46,121,121,46121,ISLAM,MINORITY,0,0,0,0,1,,4,4,"Yes, Private",Owned,RENTED,1,0
2016-07-26,46,122,122,46122,ISLAM,MINORITY,0,0,0,0,1,,4,2,"Yes, Private",Owned,RENTED,0,0
2016-07-06,46,123,123,46123,ISLAM,MINORITY,0,0,0,1,0,,2,2,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
2016-07-10,46,124,124,46124,ISLAM,MINORITY,0,0,0,0,1,,2,3,"Yes, Private",Owned,RENTED,1,0
2016-07-26,46,125,125,46125,ISLAM,MINORITY,0,1,0,1,0,,4,2,"Yes, Government",Owned,NA,0,0
2016-07-12,46,126,126,46126,ISLAM,MINORITY,0,0,0,0,1,,6,4,"Yes, Private",Owned,RENTED,1,0
2016-07-17,46,127,127,46127,ISLAM,MINORITY,0,0,0,1,0,,4,4,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
2016-07-18,46,128,128,46128,ISLAM,MINORITY,0,0,0,0,1,,3,2,"Yes, Private",Owned,RENTED,1,0
2016-07-11,46,129,129,46129,HINDUISM,OBC,0,0,0,1,0,,4,4,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,1
2016-07-16,46,130,130,46130,ISLAM,MINORITY,0,0,0,0,1,,3,2,"Yes, Private",Owned,RENTED,0,0
2016-07-08,46,131,131,46131,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,3,1,"Yes, Private",Owned,RENTED,1,0
2016-07-19,46,132,132,46132,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,2,0,"Yes, Private",Owned,NA,1,0
2016-07-02,46,133,133,46133,HINDUISM,OBC,0,0,0,1,0,,4,1,"Yes, Private",Owned,RENTED,0,0
2016-07-07,46,134,134,46134,ISLAM,MINORITY,0,0,0,1,0,,2,2,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
2016-07-20,46,135,135,46135,HINDUISM,OBC,0,0,0,0,1,,6,2,"Yes, Private",Owned,RENTED,1,0
2016-07-13,46,136,136,46136,ISLAM,MINORITY,0,0,0,1,0,,3,1,"Yes, Private",Owned,RENTED,1,0
2016-07-12,46,137,137,46137,HINDUISM,OBC,0,0,0,1,0,,1,3,"Yes, Private",None,RENTED,0,0
2016-07-03,46,138,138,46138,ISLAM,MINORITY,0,0,0,1,0,,2,1,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
2016-07-08,46,139,139,46139,HINDUISM,OBC,0,0,0,1,0,,3,0,"Yes, Private",None,RENTED,0,0
2016-07-23,46,140,140,46140,ISLAM,MINORITY,0,1,0,0,0,,3,2,"Yes, Private",None,RENTED,0,0
2016-07-10,46,141,141,46141,HINDUISM,OBC,0,1,0,0,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-19,46,142,142,46142,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,0,"Yes, Private",None,RENTED,0,0
2016-07-13,46,143,143,46143,ISLAM,MINORITY,0,1,0,0,0,,1,1,"Yes, Private",Owned,RENTED,0,0
2016-07-17,46,144,144,46144,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,,1,3,"Yes, Private",Owned,RENTED,1,0
2016-07-25,46,145,145,46145,HINDUISM,OBC,0,0,0,1,0,,3,1,No,None,RENTED,1,0
2016-07-20,46,146,146,46146,HINDUISM,SCHEDULE CASTE,0,0,0,0,1,,4,1,"Yes, Private",Owned,RENTED,0,0
2016-07-09,46,147,147,46147,ISLAM,MINORITY,0,1,0,0,0,,1,1,"Yes, Private",Owned,RENTED,1,0
2016-07-22,46,148,148,46148,ISLAM,MINORITY,0,0,1,0,0,,1,1,"Yes, Private",Owned,RENTED,1,0
2016-07-20,46,149,149,46149,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,0,"Yes, Private",None,RENTED,1,0
2016-07-01,46,150,150,46150,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-02,46,151,151,46151,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
2016-07-15,46,152,152,46152,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,3,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
2016-07-13,46,153,153,46153,ISLAM,MINORITY,0,0,0,1,0,,3,1,"Yes, Private",Owned,NA,1,0
2016-07-04,46,154,154,46154,ISLAM,MINORITY,0,1,0,1,0,,3,1,"Yes, Private",Owned,RENTED,1,0
2016-07-13,46,155,155,46155,ISLAM,MINORITY,0,1,0,0,0,,2,0,"Yes, Private",Owned,RENTED,1,1
2016-07-02,46,156,156,46156,ISLAM,MINORITY,0,1,0,0,0,,1,2,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,0
2016-07-07,46,157,157,46157,ISLAM,MINORITY,0,0,1,0,0,,2,1,"Yes, Private",Owned,RENTED,0,1
2016-07-15,46,158,158,46158,ISLAM,MINORITY,0,0,0,1,0,,1,3,"Yes, Private",Owned,RENTED,1,0
2016-07-14,46,159,159,46159,ISLAM,MINORITY,0,1,0,0,0,,4,1,"Yes, Private",Owned,RENTED,1,1
2016-07-12,46,160,160,46160,ISLAM,MINORITY,0,1,0,0,0,,3,1,"Yes, Private",Owned,RENTED,0,0
2016-07-25,46,161,161,46161,ISLAM,MINORITY,0,0,0,1,0,,4,2,"Yes, Private",Owned,RENTED,0,0
2016-07-02,46,162,162,46162,ISLAM,MINORITY,0,0,0,1,0,,2,1,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
2016-07-08,46,163,163,46163,ISLAM,MINORITY,0,0,0,1,0,,2,0,"Yes, Private",Owned,RENTED,0,0
2016-07-08,46,164,164,46164,ISLAM,MINORITY,0,1,0,0,0,,1,0,"Yes, Private",Owned,RENTED,0,0
2016-07-15,46,165,165,46165,ISLAM,MINORITY,0,0,0,1,0,,2,3,"Yes, Private",Owned,RENTED,0,0
2016-07-08,46,166,166,46166,ISLAM,MINORITY,0,0,0,1,0,,1,3,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
2016-07-01,46,167,167,46167,ISLAM,MINORITY,0,0,0,1,0,,3,1,"Yes, Private",Owned,RENTED,1,0
2016-07-24,46,168,168,46168,ISLAM,MINORITY,0,0,0,0,1,,4,2,"Yes, Private",Owned,RENTED,0,1
2016-07-05,46,169,169,46169,ISLAM,MINORITY,0,1,0,0,0,,1,0,"Yes, Private",Owned,RENTED,1,0
2016-07-16,46,170,170,46170,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,2,0,"Yes, Private",None,RENTED,0,0
2016-07-16,46,171,171,46171,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,1,0,No,None,RENTED,1,0
2016-07-05,46,172,172,46172,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,,3,1,"Yes, Private",Owned,RENTED,1,1
2016-07-22,46,173,173,46173,ISLAM,MINORITY,0,1,1,0,0,,4,2,"Yes, Private",Owned,RENTED,1,0
2016-07-09,46,174,174,46174,ISLAM,MINORITY,0,1,0,0,0,,2,3,"Yes, Private",Owned,RENTED,0,0
2016-07-11,46,175,175,46175,ISLAM,MINORITY,0,1,0,0,0,,2,2,"Yes, Private",None,RENTED,1,0
2016-07-25,46,176,176,46176,ISLAM,MINORITY,0,0,0,1,0,,4,1,"Yes, Private",None,RENTED,0,0
2016-07-04,46,177,177,46177,ISLAM,MINORITY,0,0,0,1,0,,3,2,"Yes, Private",Owned,RENTED,1,0
2016-07-26,46,178,178,46178,HINDUISM,OBC,0,1,0,0,0,,3,0,"Yes, Private",None,RENTED,1,1
2016-07-13,46,179,179,46179,HINDUISM,OBC,0,1,0,0,0,,4,1,"Yes, Private",None,RENTED,1,0
2016-07-02,46,180,180,46180,ISLAM,MINORITY,0,1,0,0,0,,3,0,"Yes, Private",Owned,RENTED,1,0
